user_id,account_start_date,birth_year,gender,marital_status,individual_income_segment_code,family_income_segment_code
10000022085,1988-10-25,1964,0, ,05,06
10000022086,1983-05-04,1949,1,2,08,03
10000022087,1976-01-31,1976,1,1,04,04
10000022088,1981-01-10,1975,0,1,04,01
10000022089,1982-04-01,1960,0, ,04,  
10000022090,1990-05-27,1967,0,3,  ,07
10000022091,1980-03-18,1960,0, ,  ,07
10000022092,1974-11-21,1975,0,2,05,01
10000022093,1973-11-09,1966,0,1,09,01
10000022094,1987-02-18,1965,1,3,08,02
10000022095,1985-07-02,1961,0, ,07,02
10000022096,1974-11-19,1959,1,3,02,02
10000022097,1970-01-19,1949,0,2,06,06
10000022098,1984-04-17,1939,0,2,06,01
10000022099,1969-06-11,1954,0,3,05,05
10000022100,1989-05-24,1955,0,2,03,06
10000022101,1978-11-08,1985,1,2,11,02
10000022102,1974-09-05,1951,1,2,  ,07
10000022103,1982-03-09,1951,0, ,  ,05
10000022104,1980-10-05,1968,0,1,05,03
10000022105,1983-02-15,1961,1, ,04,02
10000022106,1978-06-20,1972,1,1,04,01
10000022107,1984-06-22,1968,1,3,  ,06
10000022108,1989-04-07,1951,1, ,14,06
10000022109,1983-02-06,1947,1,2,01,  
10000022110,1980-12-17,1961,1,1,06,02
10000022111,1987-03-16,1966,0,1,12,01
10000022112,1979-01-29,1945,0,2,01,06
10000022113,1971-10-12,1972,0,1,07,07
10000022114,1979-04-05,1948,0,2,01,02
10000022115,1988-07-31,1955,1,1,12,05
10000022116,1979-02-11,1963,1, ,15,04
10000022117,1982-08-03,1957,0,1,02,01
10000022118,1972-09-07,1958,0, ,14,03
10000022119,1981-01-06,1971,1,3,02,04
10000022120,1984-03-23,1979,0,1,02,  
10000022121,1967-11-04,1965,0,1,15,  
10000022122,1980-12-10,1962,0,3,01,02
10000022123,1978-03-23,1960,0, ,05,  
10000022124,1989-10-27,1962,0, ,02,02
10000022125,1988-03-27,1955,1,1,12,02
10000022126,1987-09-27,1945,1,2,13,07
10000022127,1986-06-26,1966,1,1,07,07
10000022128,1980-02-29,1955,0,2,09,07
10000022129,1997-01-09,1948,1, ,14,04
10000022130,1971-01-20,1967,1,3,13,03
10000022131,1974-08-19,1966,0,3,06,03
10000022132,1987-05-16,1960,1, ,04,05
10000022133,1974-06-05,1969,0, ,14,  
10000022134,1989-10-04,1969,0,1,01,02
10000022135,1980-04-26,1964,1,1,12,02
10000022136,1980-08-29,1967,1,1,15,05
10000022137,1987-05-05,1964,0, ,06,  
10000022138,1971-01-26,1954,1,2,06,02
10000022139,1982-10-21,1954,0,1,09,  
10000022140,1980-09-05,1976,0,3,09,04
10000022141,1977-08-19,1968,1, ,04,02
10000022142,1975-07-11,1959,1, ,  ,03
10000022143,1974-07-26,1954,0, ,13,05
10000022144,1977-06-15,1942,1,2,04,06
10000022145,1985-07-27,1953,1,2,06,01
10000022146,1985-01-13,1962,0, ,13,05
10000022147,1988-04-28,1968,0, ,12,  
10000022148,1985-11-30,1955,1,3,04,07
10000022149,1989-03-15,1956,1,3,  ,02
10000022150,1988-12-08,1976,1,1,07,  
10000022151,1976-01-31,1981,0,3,15,06
10000022152,1983-09-07,1964,1,1,03,02
10000022153,1982-07-30,1971,0,1,14,01
10000022154,1995-01-11,1949,0,2,04,04
10000022155,1981-10-13,1962,1, ,05,06
10000022156,1979-07-17,1959,1,3,  ,02
10000022157,1978-11-27,1955,0,3,15,05
10000022158,1975-09-16,1960,0,3,12,01
10000022159,1984-03-17,1964,0,3,04,07
10000022160,1972-01-09,1966,1, ,04,03
10000022161,1986-11-02,1945,0,1,12,04
10000022162,1975-10-04,1961,0,3,02,01
10000022163,1985-01-12,1958,0,2,15,05
10000022164,1979-12-15,1968,1,1,02,05
10000022165,1970-05-21,1946,0, ,07,06
10000022166,1980-08-24,1971,0,3,13,  
10000022167,1976-12-18,1972,0,3,08,07
10000022168,1977-04-29,1956,1,2,04,  
10000022169,1976-05-14,1967,0,1,05,01
10000022170,1985-02-07,1949,1, ,15,03
10000022171,1988-01-03,1984,0, ,02,04
10000022172,1986-03-08,1945,1,1,01,04
10000022173,1976-05-28,1970,1, ,  ,01
10000022174,1974-09-04,1962,1, ,15,02
10000022175,1972-02-12,1952,1,2,04,07
10000022176,1987-02-06,1958,0,3,12,  
10000022177,1980-03-22,1962,0, ,02,03
10000022178,1986-10-12,1973,1,1,05,06
10000022179,1982-02-04,1977,0, ,12,  
10000022180,1977-07-02,1963,1, ,03,07
10000022181,1992-11-02,1962,0,3,05,05
10000022182,1985-03-08,1956,0, ,06,  
10000022183,1972-10-13,1965,0,3,15,01
10000022184,1968-05-15,1969,1, ,05,06
10000022185,1991-07-01,1957,0, ,01,04
10000022186,1978-12-31,1963,1,1,04,04
10000022187,1985-08-25,1965,0, ,07,07
10000022188,1978-03-05,1965,0,2,11,06
10000022189,1980-06-12,1954,1,1,01,07
10000022190,1981-09-28,1956,1,1,06,  
10000022191,1976-05-26,1946,0,3,11,04
10000022192,1990-08-11,1942,0,1,03,06
10000022193,1976-10-08,1973,0,1,02,06
10000022194,1979-08-07,1936,0,2,07,03
10000022195,1976-04-18,1956,1,3,14,03
10000022196,1975-12-22,1950,1,2,  ,03
10000022197,1971-08-04,1957,0,2,06,05
10000022198,1969-03-23,1957,0,1,  ,03
10000022199,1985-08-23,1965,0,3,02,05
10000022200,1978-07-08,1948,1,3,01,02
10000022201,1981-12-29,1964,0,1,08,06
10000022202,1979-07-09,1951,1, ,  ,06
10000022203,1977-07-30,1970,0, ,13,03
10000022204,1975-03-29,1958,0,3,05,02
10000022205,1986-05-01,1968,0, ,14,04
10000022206,1983-11-27,1948,1,1,  ,06
10000022207,1983-06-12,1975,0, ,05,03
10000022208,1985-02-02,1980,0,1,12,04
10000022209,1974-09-09,1970,1,2,06,02
10000022210,1985-12-24,1964,0,1,03,07
10000022211,1975-05-28,1955,0,2,05,05
10000022212,1975-02-21,1954,1,3,03,05
10000022213,1994-01-26,1954,1,1,09,02
10000022214,1977-07-29,1954,1,3,07,02
10000022215,1980-05-02,1966,1,2,13,  
10000022216,1997-10-29,1959,1,2,  ,07
10000022217,1967-10-05,1977,1,2,08,07
10000022218,1972-04-21,1967,0,1,07,06
10000022219,1970-07-27,1950,0,3,08,  
10000022220,1984-02-06,1962,1,2,03,05
10000022221,1995-07-28,1949,1,1,14,02
10000022222,1977-07-14,1979,0,2,05,06
10000022223,1986-08-28,1951,0,1,14,03
10000022224,1987-02-18,1959,0,2,01,01
10000022225,1981-04-24,1948,0,1,  ,04
10000022226,1975-03-10,1951,1, ,10,04
10000022227,1988-11-10,1966,0,1,10,01
10000022228,1978-12-10,1944,0,2,10,07
10000022229,1980-02-09,1956,0,3,02,06
10000022230,1992-12-25,1953,1, ,14,07
10000022231,1971-04-21,1948,0, ,11,02
10000022232,1980-10-10,1955,0,2,07,03
10000022233,1968-10-29,1952,0,3,01,05
10000022234,1981-06-13,1966,0,2,01,02
10000022235,1983-05-09,1972,1, ,15,02
10000022236,1977-03-15,1956,1,2,05,07
10000022237,1986-11-01,1970,1,2,05,04
10000022238,1972-02-13,1978,0, ,03,  
10000022239,1963-07-18,1967,1,1,07,06
10000022240,1976-10-31,1954,1,2,09,03
10000022241,1982-12-22,1953,0,2,14,  
10000022242,1980-07-14,1965,0,2,  ,01
10000022243,1978-06-19,1970,1,3,03,04
10000022244,1980-04-06,1955,0, ,02,01
10000022245,1968-10-20,1965,1,2,08,02
10000022246,1979-12-02,1959,1,3,03,03
10000022247,1976-02-13,1968,0,1,02,03
10000022248,1990-11-09,1955,0, ,12,02
10000022249,1970-08-22,1981,1,2,01,02
10000022250,1980-03-20,1940,1,1,15,01
10000022251,1975-11-08,1959,0,1,15,07
10000022252,1974-02-22,1971,0, ,12,02
10000022253,1975-10-09,1955,0, ,13,06
10000022254,1979-11-05,1959,0,3,04,  
10000022255,1969-03-22,1953,0, ,11,06
10000022256,1989-07-09,1961,0,3,06,05
10000022257,1974-12-06,1955,0,2,07,01
10000022258,1981-11-15,1956,0, ,08,02
10000022259,1982-11-11,1953,0, ,10,04
10000022260,1985-09-12,1972,1,2,15,06
10000022261,1977-01-29,1955,1, ,15,06
10000022262,1969-11-02,1952,1,1,07,07
10000022263,1988-07-18,1959,1, ,02,01
10000022264,1968-12-27,1972,1, ,06,06
10000022265,1987-09-10,1959,0,3,14,  
10000022266,1986-02-10,1973,1,2,08,03
10000022267,1979-08-08,1967,1, ,13,01
10000022268,1967-04-29,1961,1,1,07,04
10000022269,1982-11-16,1948,0, ,14,06
10000022270,1975-03-18,1971,1,1,  ,04
10000022271,1984-11-13,1956,0, ,08,01
10000022272,1984-01-06,1970,0,1,09,  
10000022273,1986-09-24,1965,0,2,04,06
10000022274,1979-12-21,1948,0,1,  ,04
10000022275,1988-02-24,1939,0, ,13,01
10000022276,1980-03-27,1977,0, ,02,02
10000022277,1972-02-28,1953,0,3,04,07
10000022278,1972-01-15,1957,1, ,05,01
10000022279,1988-07-03,1966,0,1,11,01
10000022280,1989-01-05,1968,0,2,10,03
10000022281,1985-12-08,1954,0,2,15,07
10000022282,1978-01-12,1965,1, ,  ,  
10000022283,1988-08-21,1979,1,1,11,01
10000022284,1975-09-03,1954,0,1,04,01
10000022285,1977-11-14,1961,0,3,08,02
10000022286,1987-01-03,1957,0,1,04,  
10000022287,1977-12-03,1957,0, ,04,01
10000022288,1986-12-01,1955,1,2,13,01
10000022289,1984-05-29,1964,0,1,  ,  
10000022290,1976-08-29,1965,1,1,  ,06
10000022291,1972-02-10,1956,0, ,14,06
10000022292,1987-03-22,1950,0,2,01,06
10000022293,1991-12-03,1976,0,3,12,03
10000022294,1986-03-01,1982,0, ,10,04
10000022295,1976-04-07,1969,1,1,15,  
10000022296,1975-03-17,1958,1,1,05,02
10000022297,1971-05-22,1970,1, ,04,  
10000022298,1979-11-20,1969,1,3,04,01
10000022299,1982-10-27,1955,1,1,12,04
10000022300,1980-02-22,1963,1,1,04,06
10000022301,1982-07-04,1976,1, ,08,  
10000022302,1972-01-15,1944,1,3,04,06
10000022303,1970-01-11,1960,1, ,04,03
10000022304,1977-11-20,1948,1,2,03,01
10000022305,1976-12-22,1973,1,1,04,06
10000022306,1984-11-04,1943,1,1,02,  
10000022307,1987-12-07,1956,1,1,08,06
10000022308,1980-02-23,1937,0, ,09,02
10000022309,1973-12-17,1956,1,1,13,01
10000022310,1981-06-11,1946,0,3,  ,  
10000022311,1975-01-28,1956,1,2,15,03
10000022312,1989-01-07,1972,1, ,14,07
10000022313,1992-06-18,1959,1,1,08,03
10000022314,1978-08-18,1964,0,1,01,03
10000022315,1981-06-11,1951,1,1,07,04
10000022316,1983-11-19,1964,1, ,02,04
10000022317,1991-05-08,1944,1,3,05,05
10000022318,1992-10-15,1959,0, ,08,06
10000022319,1995-09-01,1943,1, ,05,04
10000022320,1969-09-30,1962,0,1,05,06
10000022321,1978-05-16,1951,0,3,14,06
10000022322,1974-09-06,1954,0, ,10,05
10000022323,1977-11-14,1955,1,2,01,07
10000022324,1978-12-10,1972,0,1,06,05
10000022325,1989-10-03,1968,1,1,02,05
10000022326,1982-03-30,1955,1, ,11,02
10000022327,1978-04-24,1969,0, ,12,01
10000022328,1979-02-03,1941,0, ,07,04
10000022329,1979-01-18,1958,0,1,01,02
10000022330,1987-09-20,1967,1,2,13,  
10000022331,1984-06-03,1948,0,3,04,06
10000022332,1980-11-17,1964,0, ,07,06
10000022333,1979-01-23,1964,0,3,09,04
10000022334,1976-11-04,1962,1,2,06,  
10000022335,1983-01-18,1950,1,3,12,02
10000022336,1976-08-01,1955,0,2,  ,04
10000022337,1973-10-24,1975,0,3,04,06
10000022338,1971-09-02,1956,0, ,03,07
10000022339,1982-10-26,1969,1, ,12,06
10000022340,1972-07-23,1966,0,3,05,04
10000022341,1981-08-23,1952,0,1,  ,05
10000022342,1983-01-28,1949,1,2,02,07
10000022343,1977-02-11,1974,1,3,04,02
10000022344,1988-08-14,1955,1,2,10,03
10000022345,1985-08-28,1955,0,3,08,02
10000022346,1977-09-30,1952,1,3,14,03
10000022347,1979-09-29,1974,1, ,06,  
10000022348,1971-11-11,1966,1,1,11,02
10000022349,1979-02-05,1969,1,2,05,03
10000022350,1989-02-12,1956,1,2,11,02
10000022351,1988-06-22,1945,1,1,  ,04
10000022352,1969-03-16,1953,0,3,11,06
10000022353,1968-12-12,1971,0,3,02,06
10000022354,1976-09-07,1971,1,2,02,02
10000022355,1976-12-14,1960,1,3,02,03
10000022356,1977-11-22,1969,1,2,15,03
10000022357,1978-02-26,1946,1,3,13,01
10000022358,1972-02-12,1972,0,1,05,01
10000022359,1980-11-03,1974,1,3,13,07
10000022360,1982-10-22,1957,1,3,09,  
10000022361,1980-06-15,1956,1,3,03,06
10000022362,1987-05-24,1957,1,1,09,06
10000022363,1983-01-05,1972,1,2,13,05
10000022364,1983-12-02,1951,0,3,01,01
10000022365,1979-09-08,1968,0,3,12,01
10000022366,1983-02-05,1969,1,3,15,01
10000022367,1982-07-28,1946,1,2,01,  
10000022368,1968-09-08,1979,1,3,08,01
10000022369,1985-05-13,1959,1,2,11,07
10000022370,1966-12-18,1974,0,1,05,  
10000022371,1979-02-16,1968,0,1,04,03
10000022372,1984-04-26,1961,0,2,03,05
10000022373,1981-11-17,1986,0,1,15,03
10000022374,1971-03-14,1947,0,3,10,03
10000022375,1978-08-26,1958,0, ,09,02
10000022376,1985-10-10,1974,0,3,  ,04
10000022377,1986-12-30,1961,1,1,12,06
10000022378,1978-11-25,1966,0,3,05,04
10000022379,1980-05-13,1966,0,1,09,04
10000022380,1984-01-04,1967,0,3,11,04
10000022381,1979-09-22,1962,1,1,09,04
10000022382,1979-07-26,1967,0,2,  ,06
10000022383,1977-09-09,1942,1,3,15,07
10000022384,1987-02-09,1953,0,1,04,06
10000022385,1976-08-20,1965,0,1,15,02
10000022386,1982-11-18,1946,1,2,07,04
10000022387,1987-07-25,1955,0,3,14,07
10000022388,1982-02-08,1965,0,1,12,02
10000022389,1988-07-27,1951,1,1,12,03
10000022390,1976-07-26,1963,1, ,08,01
10000022391,1976-09-07,1949,1, ,  ,07
10000022392,1982-05-02,1958,1,1,12,03
10000022393,1977-07-03,1962,0,2,09,07
10000022394,1979-03-01,1951,0,3,  ,  
10000022395,1978-11-20,1964,0, ,04,05
10000022396,1971-12-20,1977,0,3,10,02
10000022397,1984-05-01,1965,1,1,15,03
10000022398,1992-05-12,1945,0, ,12,06
10000022399,1976-12-16,1948,0,3,01,07
10000022400,1970-08-14,1977,0,1,05,06
10000022401,1981-07-05,1950,0,1,  ,  
10000022402,1994-09-07,1959,1,1,08,05
10000022403,1978-04-01,1976,1,1,07,03
10000022404,1982-03-08,1953,0,1,02,05
10000022405,1985-08-16,1954,0,1,02,01
10000022406,1968-12-31,1975,0, ,05,01
10000022407,1976-02-19,1969,0,1,01,03
10000022408,1979-07-19,1957,1,3,07,05
10000022409,1985-08-03,1954,0,2,12,03
10000022410,1985-02-28,1972,0,3,  ,07
10000022411,1979-09-27,1966,0,2,11,05
10000022412,1973-02-07,1970,0,1,06,04
10000022413,1979-08-21,1966,0,2,15,03
10000022414,1985-06-18,1951,0, ,10,01
10000022415,1975-09-16,1962,1,1,08,03
10000022416,1980-12-18,1965,1,2,12,06
10000022417,1983-10-11,1956,1, ,  ,06
10000022418,1972-08-05,1958,1,2,10,  
10000022419,1981-08-26,1980,1, ,08,01
10000022420,1968-01-01,1963,1,2,04,03
10000022421,1976-09-21,1960,0,2,02,05
10000022422,1977-09-13,1948,0,1,09,05
10000022423,1979-09-03,1947,0, ,04,  
10000022424,1986-10-24,1939,0,1,09,07
10000022425,1983-06-22,1951,0,1,04,  
10000022426,1982-04-30,1953,1,1,10,01
10000022427,1980-06-18,1960,1,1,13,06
10000022428,1982-04-05,1968,0,1,01,04
10000022429,1984-03-16,1964,0,2,03,07
10000022430,1982-07-19,1940,0,3,04,02
10000022431,1978-01-16,1975,0,3,08,04
10000022432,1976-06-01,1960,1,1,08,05
10000022433,1972-09-04,1971,0,2,14,05
10000022434,1983-08-29,1943,1,2,14,05
10000022435,1982-02-06,1958,1,2,07,02
10000022436,1985-01-01,1957,1,3,13,06
10000022437,1984-03-03,1944,0,1,12,07
10000022438,1977-03-03,1957,1,3,10,03
10000022439,1981-11-04,1954,0, ,03,01
10000022440,1990-04-02,1953,1,3,03,07
10000022441,1984-08-27,1957,1,1,05,03
10000022442,1979-08-03,1963,1, ,09,03
10000022443,1982-10-03,1958,1,3,05,01
10000022444,1970-11-09,1949,1,2,11,06
10000022445,1992-12-08,1949,1,1,10,01
10000022446,1988-04-08,1957,1,1,07,01
10000022447,1981-01-25,1951,0,3,15,02
10000022448,1976-06-12,1964,1,3,02,06
10000022449,1974-09-15,1961,0, ,15,02
10000022450,1981-10-28,1957,0,3,04,02
10000022451,1983-07-26,1935,0,1,02,05
10000022452,1981-02-08,1959,0,1,02,01
10000022453,1983-09-30,1951,0,2,15,02
10000022454,1988-09-28,1974,0,2,06,03
10000022455,1976-05-03,1958,0,3,02,01
10000022456,1979-08-10,1964,1,2,04,  
10000022457,1977-07-28,1952,0, ,14,06
10000022458,1964-04-03,1949,1,1,03,01
10000022459,1986-04-18,1965,0,1,06,07
10000022460,1986-08-27,1964,0,1,13,04
10000022461,1983-01-22,1946,0,1,10,  
10000022462,1987-09-21,1941,0, ,01,03
10000022463,1978-09-21,1963,0,2,08,02
10000022464,1983-11-18,1953,0,3,10,07
10000022465,1978-05-20,1947,0, ,04,07
10000022466,1983-03-31,1954,0,1,01,01
10000022467,1981-11-11,1964,1,2,02,03
10000022468,1985-07-21,1979,1, ,13,06
10000022469,1976-02-27,1964,0, ,02,03
10000022470,1986-04-28,1965,1,2,13,  
10000022471,1978-03-10,1948,1,2,09,03
10000022472,1978-09-21,1948,0,2,02,04
10000022473,1981-08-21,1979,0,3,06,05
10000022474,1978-11-15,1961,1,2,06,07
10000022475,1985-03-24,1964,0,2,10,05
10000022476,1996-11-13,1958,0,2,06,05
10000022477,1982-09-09,1961,1,1,08,04
10000022478,1974-04-15,1970,1,1,02,07
10000022479,1979-12-07,1963,0,3,07,04
10000022480,1976-01-31,1974,0,1,08,04
10000022481,1990-07-08,1948,0,2,14,07
10000022482,1977-06-09,1967,0,2,06,04
10000022483,1976-01-01,1964,1,1,15,  
10000022484,1981-04-30,1972,0,1,06,05
10000022485,1975-08-15,1969,0,1,12,03
10000022486,1990-01-11,1979,1, ,06,03
10000022487,1997-02-22,1962,1,2,04,02
10000022488,1985-03-02,1954,0,1,  ,03
10000022489,1975-08-18,1950,0,2,05,04
10000022490,1985-11-14,1967,0,2,02,07
10000022491,1976-01-13,1936,0,2,14,02
10000022492,1979-06-01,1955,0,1,06,01
10000022493,1974-11-14,1950,1,1,02,04
10000022494,1979-08-24,1960,1,2,02,02
10000022495,1973-04-30,1958,0,3,05,06
10000022496,1980-12-25,1971,1, ,05,01
10000022497,1987-06-20,1950,1,2,09,06
10000022498,1985-06-21,1955,1,2,04,01
10000022499,1972-10-26,1970,1,2,15,  
10000022500,1986-07-24,1955,0,3,14,01
10000022501,1977-01-18,1941,0,3,06,01
10000022502,1983-12-18,1963,0,2,15,01
10000022503,1972-05-06,1954,1,2,08,06
10000022504,1979-04-10,1964,0, ,10,01
10000022505,1988-04-13,1957,0,1,04,05
10000022506,1985-08-23,1961,0,2,01,01
10000022507,1974-05-31,1960,0,1,01,01
10000022508,1975-07-15,1951,0,1,11,01
10000022509,1969-06-15,1974,0, ,08,03
10000022510,1971-03-16,1960,1,3,12,07
10000022511,1983-04-11,1943,0,2,10,02
10000022512,1975-03-14,1981,1,2,06,07
10000022513,1983-12-04,1964,1, ,10,05
10000022514,1974-03-13,1959,1,3,03,04
10000022515,1988-01-31,1943,0,1,12,02
10000022516,1978-02-07,1947,0,3,14,01
10000022517,1971-11-15,1963,1,1,08,01
10000022518,1975-12-27,1948,0,1,02,05
10000022519,1964-08-06,1939,0,3,02,01
10000022520,1971-02-15,1952,0, ,03,  
10000022521,1984-01-02,1963,1,1,02,02
10000022522,1966-02-21,1954,1,2,04,  
10000022523,1975-12-09,1963,1,3,05,02
10000022524,1992-05-01,1962,0,1,09,07
10000022525,1979-08-24,1967,0,2,11,03
10000022526,1972-03-01,1943,1, ,06,05
10000022527,1976-02-20,1965,1,2,07,06
10000022528,1975-04-25,1965,1,1,02,  
10000022529,1978-12-06,1956,0, ,04,01
10000022530,1975-08-25,1972,1, ,09,03
10000022531,1973-07-01,1966,0,3,03,03
10000022532,1987-07-02,1965,0, ,02,05
10000022533,1971-07-07,1949,0,1,05,02
10000022534,1980-02-22,1968,1,1,03,06
10000022535,1984-10-01,1956,0, ,14,  
10000022536,1989-12-02,1953,1,3,08,05
10000022537,1962-08-14,1951,1,1,14,06
10000022538,1986-01-19,1958,0,1,04,03
10000022539,1984-08-29,1955,0,2,11,05
10000022540,1976-01-10,1948,1, ,12,04
10000022541,1974-05-06,1964,1,2,03,01
10000022542,1979-06-13,1967,1,2,01,01
10000022543,1982-08-15,1963,1, ,  ,04
10000022544,1979-05-09,1959,0,2,02,04
10000022545,1989-12-25,1967,1,1,10,05
10000022546,1985-08-24,1959,0,2,01,04
10000022547,1976-05-24,1957,0,1,03,04
10000022548,1978-06-06,1961,1,3,04,03
10000022549,1983-08-11,1965,0,3,03,03
10000022550,1968-08-23,1981,0,1,03,03
10000022551,1982-09-15,1967,1,2,07,01
10000022552,1975-10-02,1960,0,1,14,06
10000022553,1978-04-13,1953,0,1,09,02
10000022554,1981-09-29,1973,0,3,04,04
10000022555,1979-09-01,1966,0,2,02,04
10000022556,1981-10-27,1971,1,1,04,07
10000022557,1975-07-10,1971,1,1,05,05
10000022558,1992-04-15,1960,1,3,11,  
10000022559,1978-09-29,1964,0, ,02,07
10000022560,1978-07-02,1954,1,2,06,04
10000022561,1980-03-26,1951,0,2,04,02
10000022562,1984-09-15,1958,0, ,02,03
10000022563,1988-06-25,1952,1,3,07,  
10000022564,1984-05-31,1940,0,1,07,06
10000022565,1972-01-01,1942,1,2,14,03
10000022566,1973-06-29,1968,0,1,15,  
10000022567,1973-11-05,1951,1,3,05,01
10000022568,1974-09-18,1965,0, ,03,01
10000022569,1977-04-10,1963,1,2,14,03
10000022570,1984-10-01,1960,0,3,01,04
10000022571,1982-05-15,1971,0,1,01,  
10000022572,1977-12-20,1975,0,3,06,02
10000022573,1969-11-11,1958,0, ,01,07
10000022574,1966-01-23,1952,0,2,03,05
10000022575,1981-07-26,1957,1,1,09,04
10000022576,1976-10-18,1942,0,2,04,03
10000022577,1979-09-18,1942,0,3,03,03
10000022578,1973-02-15,1956,1,2,11,  
10000022579,1983-11-10,1973,1, ,03,02
10000022580,1996-04-30,1965,1,3,12,06
10000022581,1977-03-09,1964,1,2,08,04
10000022582,1979-05-10,1968,1,3,  ,01
10000022583,1979-11-11,1944,0,1,03,  
10000022584,1976-10-25,1970,0, ,09,  
10000022585,1981-11-02,1945,1,1,05,  
10000022586,1969-10-14,1940,1,3,02,01
10000022587,1979-07-15,1940,1,3,14,07
10000022588,1985-08-05,1969,1,3,14,06
10000022589,1982-03-30,1956,0,1,05,01
10000022590,1984-02-08,1958,1,2,03,  
10000022591,1975-08-19,1949,1, ,08,05
10000022592,1982-03-26,1954,0, ,07,06
10000022593,1979-06-24,1969,1, ,06,01
10000022594,1966-07-21,1960,0,1,06,01
10000022595,1983-06-19,1947,0,3,13,02
10000022596,1973-09-05,1960,1, ,04,01
10000022597,1976-07-12,1937,1,3,  ,01
10000022598,1969-01-01,1967,1, ,15,05
10000022599,1986-12-20,1952,1,1,01,07
10000022600,1988-07-25,1931,0,3,04,01
10000022601,1977-04-21,1963,0,1,11,03
10000022602,1983-04-30,1959,1,3,15,01
10000022603,1975-06-06,1960,1,2,02,06
10000022604,1985-12-13,1945,0,3,07,01
10000022605,1983-03-26,1977,1,3,09,07
10000022606,1984-03-18,1962,1,1,  ,07
10000022607,1969-12-06,1943,1,3,01,06
10000022608,1971-01-21,1962,0,2,12,07
10000022609,1982-11-04,1970,0,3,03,07
10000022610,1976-12-20,1962,1, ,12,02
10000022611,1967-10-10,1966,0,2,03,02
10000022612,1984-04-05,1959,1,3,11,03
10000022613,1982-09-21,1952,1,1,11,04
10000022614,1982-01-12,1970,0,1,05,01
10000022615,1975-11-21,1967,1,3,01,07
10000022616,1964-02-16,1957,0, ,12,03
10000022617,1978-09-17,1971,1, ,  ,06
10000022618,1966-06-15,1955,1,1,12,03
10000022619,1972-03-26,1969,0,3,02,07
10000022620,1979-02-12,1965,0, ,13,06
10000022621,1983-11-13,1947,0, ,07,05
10000022622,1985-01-29,1961,0,2,11,07
10000022623,1979-09-18,1949,1,1,09,02
10000022624,1977-02-13,1959,0,3,08,01
10000022625,1973-12-29,1966,1,2,13,01
10000022626,1979-06-16,1950,1,1,  ,07
10000022627,1971-10-27,1944,0,1,03,06
10000022628,1974-01-29,1948,1, ,04,01
10000022629,1991-11-22,1965,1,3,03,  
10000022630,1985-07-30,1958,0, ,12,  
10000022631,1972-09-01,1953,0,2,15,06
10000022632,1969-12-26,1962,1,1,02,05
10000022633,1987-11-28,1946,0, ,11,05
10000022634,1966-12-15,1961,1,2,09,01
10000022635,1973-08-31,1963,0,1,13,02
10000022636,1993-08-29,1962,1, ,14,03
10000022637,1984-11-01,1960,0,3,13,04
10000022638,1982-09-30,1953,1,1,06,06
10000022639,1985-01-11,1972,1, ,04,02
10000022640,1981-04-09,1949,0,3,  ,04
10000022641,1979-11-05,1951,1,2,03,  
10000022642,1991-10-11,1981,0,2,15,03
10000022643,1978-08-04,1950,0,1,02,05
10000022644,1973-03-17,1957,0, ,08,06
10000022645,1976-01-30,1984,0,1,09,  
10000022646,1974-06-01,1973,0,1,04,07
10000022647,1963-10-19,1959,0,3,11,03
10000022648,1978-09-23,1973,0,2,11,06
10000022649,1987-06-08,1958,1,2,07,04
10000022650,1989-08-27,1963,1,2,06,05
10000022651,1981-12-17,1975,1, ,01,06
10000022652,1981-05-02,1968,0,2,02,02
10000022653,1980-12-11,1967,1, ,07,02
10000022654,1984-01-19,1958,1,2,14,  
10000022655,1971-08-17,1956,1,2,15,07
10000022656,1990-08-16,1961,0,2,04,05
10000022657,1984-01-07,1957,0,2,02,01
10000022658,1975-07-02,1965,1,1,04,  
10000022659,1989-11-12,1947,1, ,06,05
10000022660,1990-04-13,1962,1,3,09,02
10000022661,1989-01-05,1959,0, ,11,  
10000022662,1984-12-25,1954,0, ,02,  
10000022663,1994-08-13,1955,0, ,04,01
10000022664,1990-09-01,1955,1,2,11,  
10000022665,1969-08-21,1961,1,1,02,01
10000022666,1975-12-10,1963,0,2,08,03
10000022667,1966-06-03,1966,1, ,07,06
10000022668,1980-10-13,1957,1,2,04,02
10000022669,1978-05-11,1962,1,2,  ,01
10000022670,1971-05-12,1955,1,1,01,07
10000022671,1978-10-07,1969,0,1,14,02
10000022672,1984-01-13,1969,0,3,14,03
10000022673,1982-01-29,1961,0,2,09,01
10000022674,1987-01-18,1952,0,2,02,06
10000022675,1977-10-29,1973,1,2,13,06
10000022676,1972-10-06,1954,0,2,02,06
10000022677,1982-10-01,1953,0,2,09,07
10000022678,1977-01-06,1954,1,2,15,01
10000022679,1978-12-02,1967,0,1,01,06
10000022680,1976-10-18,1940,1,2,13,03
10000022681,1981-12-18,1943,0,2,  ,05
10000022682,1986-07-27,1957,0,1,09,01
10000022683,1984-02-26,1966,0,3,04,02
10000022684,1988-07-11,1959,1,3,14,02
10000022685,1982-10-26,1975,0,2,02,05
10000022686,1974-01-02,1949,0,2,10,02
10000022687,1985-11-20,1981,1,2,05,  
10000022688,1977-07-04,1966,1,1,05,06
10000022689,1985-03-14,1959,0,2,12,  
