"user_id","account_start_date","birth_year","gender","marital_status","individual_income_segment_code","family_income_segment_code","account_age","amount_a_before","amount_b_before","amount_a_after","amount_b_after","amount_of_a_and_b","amount_ads_before","amount_ads_after","month_5","month_6","month_7","d_cat1","d_cat2","d_cat3","d_cat4","d_cat5","d_cat6","d_cat7","d_cat8","d_cat9","d_cat10","d_cat11","d_cat12","d_cat13","d_cat14","d_cat15","d_cat16","c_cat1","c_cat2","c_cat3","c_cat4","c_cat5","c_cat6","c_cat7","c_cat8","c_cat9","c_cat10","c_cat11","c_cat12","c_cat13","c_cat14","c_cat15","c_cat16","screen_1_before","screen_2_before","screen_1_after","screen_2_after","label"
"10000028321","1971-02-07",1967,1,3,6,1,4,0,0,0,0,0,0,0,5,17,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"10000028326","1964-03-17",1958,1,3,4,-1,5,0,0,0,0,0,0,0,20,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,9,0,0,0
"10000028353","1973-11-11",1951,1,3,6,6,4,0,0,0,0,0,1,0,8,4,766,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"10000028360","1984-03-29",1952,1,1,-1,6,3,0,0,0,0,0,0,0,143,5,12,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,1,0,1,2,1,8,14,0,0,0
"10000028368","1983-02-08",1959,1,3,9,1,3,0,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,3,0,0,0,0
"10000028373","1983-04-07",1965,0,1,5,-1,3,0,0,0,0,0,0,0,5,17,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
"10000028377","1985-07-14",1973,0,2,12,7,3,0,0,0,0,0,0,0,7,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17,2,0,0,0
"10000028411","1962-09-11",1961,1,2,11,7,5,0,0,0,0,0,1,0,6,5,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"10000028417","1980-02-22",1972,1,2,5,6,3,0,0,0,0,0,1,0,32,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,6,0,0
"10000028419","1973-05-21",1960,0,1,13,7,4,1,0,0,0,1,0,0,11,9,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0
"10000028439","1985-04-11",1963,0,-1,12,1,3,0,0,0,0,0,0,0,183,27,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"10000028445","1979-08-30",1966,0,-1,13,7,3,0,0,0,0,0,0,0,4,12,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,10,0,0,0,0
"10000028451","1974-08-10",1953,1,1,1,7,4,0,0,0,0,0,0,0,11,34,47,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"10000028454","1975-12-07",1944,1,2,4,5,4,0,0,0,0,0,0,0,15,10,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0
"10000028461","1963-12-11",1961,1,2,4,-1,5,0,0,0,0,0,0,0,74,4,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,1,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0
"10000028464","1986-08-28",1970,0,2,11,4,3,0,0,0,0,0,1,0,21,17,349,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,11,0,0,0
"10000028473","1974-02-20",1961,0,1,1,1,4,0,0,0,0,0,0,0,18,17,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
"10000028475","1978-07-19",1946,0,3,11,6,3,0,0,0,0,0,1,0,20,11,25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
"10000028483","1980-11-20",1936,0,3,13,7,3,0,0,0,0,0,0,0,11,10,392,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0
"10000028506","1978-10-22",1956,1,1,2,3,3,0,0,0,0,0,1,0,15,15,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"10000028509","1974-01-09",1949,0,2,11,5,4,0,0,0,0,0,0,0,3,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,4,0,0,0,0
"10000028523","1976-02-17",1967,0,3,10,4,4,0,0,0,0,0,0,0,5,30,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,11,0,0,0,0
"10000028527","1980-05-28",1977,1,3,15,3,3,0,0,0,0,0,0,0,7,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"10000028536","1986-08-22",1959,1,3,2,1,3,0,0,0,0,0,0,0,10,11,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"10000028579","1991-09-20",1963,0,1,11,7,2,0,0,0,0,0,0,0,4,15,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
"10000028593","1986-01-06",1974,0,-1,6,5,3,0,0,0,0,0,0,0,23,209,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,17,0,0,0
"10000028604","1980-12-15",1947,0,1,13,1,3,0,0,0,0,0,0,1,5,84,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,3,0,0,0,1,1,15,0,0,0,0
"10000028623","1990-07-30",1960,1,-1,4,1,2,0,0,0,0,0,0,0,337,5,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,7,0,0,0
"10000028626","1974-08-11",1962,1,3,8,7,4,0,0,0,0,0,0,0,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,8,0,0,0,0
"10000028637","1973-05-26",1941,0,3,2,6,4,0,0,0,0,0,0,0,17,14,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,5,0,0,0
"10000028641","1974-07-08",1961,0,3,9,5,4,0,0,0,0,0,0,0,9,29,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0
"10000028647","1988-05-09",1969,1,2,13,4,3,1,0,0,0,1,0,0,46,5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
"10000028648","1983-04-30",1965,1,1,11,2,3,0,0,0,0,0,0,0,14,5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,1,1,0,0,2,1,8,6,0,5,0
"10000028653","1981-08-02",1963,0,1,7,5,3,0,0,0,0,0,0,0,20,25,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0
"10000028660","1978-03-23",1961,0,1,11,6,4,0,0,0,0,0,0,0,16,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,4,0,0,0
"10000028665","1980-06-10",1954,0,1,4,7,3,0,0,0,0,0,0,0,7,6,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,28,0,0,0,1
"10000028670","1973-12-11",1941,0,-1,2,3,4,0,0,0,0,0,0,0,4,294,322,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,5,0
"10000028679","1978-07-26",1959,1,2,14,1,3,0,0,0,0,0,0,0,4,4,13,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,1,1,0,0,0,0,3,0,0,0,0,0
"10000028704","1975-06-29",1968,0,3,12,1,4,0,0,0,0,0,0,0,10,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,2,0,0,0,0
"10000028705","1974-01-15",1944,0,1,6,-1,4,0,0,0,0,0,0,0,26,29,107,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
"10000028708","1976-12-13",1979,0,-1,7,2,4,0,0,0,0,0,0,0,32,5,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"10000028727","1973-06-29",1953,0,2,1,2,4,0,0,0,0,0,0,0,6,23,29,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,15,0,0,0,0
"10000028738","1986-08-17",1972,0,-1,7,1,3,0,0,0,0,0,0,0,36,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"10000028745","1979-07-04",1948,1,3,2,6,3,0,0,0,0,0,0,0,14,113,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,1,0,0,0,0,0
"10000028749","1983-06-19",1957,0,2,3,-1,3,0,0,0,0,0,0,0,6,10,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,5,0,0,0
"10000028757","1973-03-15",1948,1,3,-1,5,4,0,0,0,0,0,0,0,33,445,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"10000028763","1988-09-13",1957,0,3,-1,7,2,0,0,0,0,0,1,0,5,14,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0
"10000028773","1981-01-26",1964,1,1,3,1,3,0,0,0,0,0,0,1,8,52,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,18,5,0,0,0
"10000028777","1974-03-16",1964,0,2,15,-1,4,0,0,0,0,0,0,0,7,6,32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,26,25,0,0,1
"10000028805","1970-01-01",1939,0,1,2,3,4,0,0,0,0,0,1,0,13,7,93,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,15,0,0,0
"10000028812","1986-12-17",1939,0,-1,15,2,3,0,0,0,0,0,1,0,7,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,5,0,0,0
"10000028829","1971-05-16",1950,1,3,6,-1,4,0,0,0,0,0,0,0,18,8,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,9,0,7,0,0
"10000028836","1979-06-15",1962,0,3,13,5,3,0,0,0,0,0,0,0,9,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0
"10000028855","1977-12-05",1956,0,-1,11,-1,4,0,0,0,0,0,0,0,9,10,112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
"10000028914","1986-09-21",1952,1,1,-1,-1,3,0,0,0,0,0,0,0,5,10,10,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,0,1,1,0,0,0,0,0
"10000028919","1970-04-21",1972,1,1,11,6,4,0,0,0,0,0,0,0,279,12,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,2,1,0,0,6,0,0,0
"10000028924","1985-03-31",1955,0,3,14,6,3,0,0,0,0,0,0,0,6,8,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,0,0,0,0
"10000028926","1979-05-09",1960,1,1,2,2,3,0,0,0,0,0,0,0,11,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"10000028932","1975-08-01",1962,1,-1,11,7,4,0,0,0,0,0,0,0,12,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0
"10000028939","1977-03-05",1965,0,1,4,1,4,0,0,0,0,0,1,0,31,7,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"10000028940","1984-12-01",1979,0,1,1,-1,3,0,0,0,0,0,0,0,16,7,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0
"10000028944","1976-10-26",1951,0,2,2,7,4,0,0,0,0,0,0,0,7,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,20,0,0,0
"10000028945","1973-05-20",1986,0,1,11,7,4,0,0,0,0,0,0,0,226,8,5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,3,0,2,0,1,0,0,0,0,0,9,0,0,0,1
"10000028955","1987-01-21",1969,1,2,2,3,3,0,0,0,0,0,0,0,10,6,8,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"10000028957","1985-01-03",1968,1,1,9,1,3,0,0,0,0,0,0,0,8,22,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,10,9,0,0,0
"10000028964","1982-02-21",1965,0,1,12,2,3,0,0,0,0,0,0,0,69,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,23,0,0,0
"10000028988","1986-08-27",1971,1,1,4,3,3,0,0,0,0,0,0,0,3,5,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10000029012","1974-01-24",1973,0,-1,15,1,4,0,0,0,0,0,0,0,16,13,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0
"10000029013","1981-09-15",1944,0,-1,2,6,3,0,0,0,0,0,0,0,21,48,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,10,0,0,0
"10000029021","1986-11-07",1948,1,3,14,7,3,0,0,0,0,0,0,0,23,42,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"10000029027","1981-06-03",1961,0,2,4,1,3,0,0,0,0,0,0,0,236,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0
"10000029036","1983-12-25",1945,1,-1,-1,-1,3,0,0,0,0,0,0,0,58,12,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,4,0
"10000029041","1983-11-06",1956,0,2,11,7,3,0,0,0,0,0,0,0,14,6,5,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0,1,1,1,0,3,0,0,8,0,0,0
"10000029056","1982-03-21",1965,1,-1,8,3,3,0,0,0,0,0,0,0,21,17,25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0
"10000029071","1979-04-27",1968,0,1,14,5,3,0,0,0,0,0,0,0,12,21,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0
"10000029073","1988-11-17",1966,1,2,5,6,2,0,0,0,0,0,1,0,22,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8,0,0,0
"10000029074","1985-12-21",1945,1,-1,3,3,3,0,0,0,0,0,1,0,4,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
"10000029078","1981-01-02",1976,0,-1,9,2,3,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,2,0,0,1,0,0,0,10,6,0,2,0
"10000029089","1980-02-07",1963,0,2,11,1,3,0,0,0,0,0,0,0,257,7,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0
"10000029092","1989-05-21",1964,1,3,10,5,2,0,0,0,0,0,0,0,113,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"10000029094","1986-04-26",1970,1,2,15,6,3,0,0,0,0,0,1,0,15,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"10000029096","1984-01-03",1962,1,1,4,6,3,0,0,0,0,0,0,0,10,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,20,0,0,0,0
"10000029099","1967-08-31",1954,0,1,7,1,5,0,0,0,0,0,0,0,5,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,25,2,0,0,0
"10000029120","1979-12-30",1967,0,-1,2,-1,3,0,0,0,0,0,0,0,9,108,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,12,12,0,0,0
"10000029122","1976-02-09",1952,1,2,-1,1,4,0,0,0,0,0,0,1,9,27,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0
"10000029127","1964-11-18",1950,0,1,13,7,5,0,0,0,0,0,0,0,7,4,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,8,2,0,0,0
"10000029129","1987-05-16",1965,0,3,12,5,3,0,0,0,0,0,0,1,10,45,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"10000029137","1989-09-26",1947,0,1,11,2,2,0,0,0,0,0,0,0,42,13,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"10000029141","1972-05-05",1967,0,-1,5,2,4,0,0,0,0,0,0,0,9,21,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,8,2,0,0,0
"10000029154","1984-10-27",1956,0,2,13,2,3,0,0,0,0,0,1,0,27,157,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,13,2,0,0,0
"10000029160","1989-02-11",1963,1,1,14,2,2,0,0,0,0,0,0,0,8,357,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0
"10000029172","1975-08-27",1961,1,1,2,1,4,0,0,0,0,0,1,0,9,14,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,2,0,1,3,0,0,0,0
"10000029176","1979-08-21",1948,1,1,4,2,3,0,0,0,0,0,0,0,14,20,13,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,17,0,0,0,0
"10000029185","1978-05-23",1964,0,1,15,4,4,0,0,0,0,0,0,0,13,5,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0
"10000029189","1974-06-23",1964,0,2,9,-1,4,0,0,0,0,0,0,0,5,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0
"10000029199","1984-12-17",1954,1,3,12,4,3,0,0,0,0,0,0,0,6,23,12,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10,6,0,0,0
"10000029204","1969-11-14",1965,0,3,2,2,4,0,0,0,0,0,0,0,47,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,4,0,0,0
"10000029206","1981-05-07",1958,1,1,13,2,3,0,0,0,0,0,0,0,18,16,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10000029256","1977-09-29",1969,1,1,2,3,4,0,0,0,0,0,0,1,24,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0
"10000029258","1981-12-06",1950,1,2,1,-1,3,0,0,0,0,0,0,0,4,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0
"10000029266","1977-07-15",1961,0,1,15,4,4,0,0,0,0,0,0,0,183,28,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,7,0
"10000029276","1981-09-23",1967,1,1,11,5,3,0,0,0,0,0,0,0,25,27,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,1,0,0,0,2,0,0,8,0
"10000029294","1980-12-02",1960,1,1,11,2,3,0,0,0,0,0,0,0,46,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"10000029301","1976-12-15",1950,0,-1,1,3,4,0,0,0,0,0,0,0,53,51,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,12,0,0
"10000029305","1988-09-22",1967,0,1,3,3,2,0,0,0,0,0,0,0,65,14,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"10000029308","1988-04-27",1954,0,-1,2,4,3,0,0,0,0,0,0,0,9,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0
"10000029323","1971-07-27",1949,0,2,13,2,4,0,0,0,0,0,0,0,10,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"10000029339","1978-08-24",1964,0,3,-1,-1,3,0,0,0,0,0,0,0,3,7,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1
"10000029363","1981-02-11",1941,1,2,-1,4,3,0,0,0,0,0,0,0,23,7,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"10000029380","1993-08-10",1970,1,2,13,1,2,0,0,0,0,0,0,0,8,105,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0
"10000029381","1981-09-13",1974,0,2,13,5,3,0,0,0,0,0,0,0,4,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16,0
"10000029392","1980-08-29",1966,1,3,2,1,3,0,0,0,0,0,0,0,15,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0
"10000029417","1978-07-16",1955,0,2,10,7,3,0,0,0,0,0,0,0,25,17,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0
